8,5,4,7,6,1,3,2,9
7,2,1,8,9,3,4,5,6
9,3,6,4,5,2,8,1,7
1,8,7,3,4,5,6,9,2
2,6,3,9,7,8,1,4,5
5,4,9,2,1,6,7,3,8
4,1,2,6,8,9,5,7,3
6,9,5,1,3,7,2,8,4
3,7,8,5,2,4,9,6,1
